FID,Shape *,FID_1,AREA,PERIMETER,GEO,SYMBOL,STRATIGRAP,STRAT_SYM,GENESE,GEN_SYM,PETROGRAPH,PET_SYM,BEMERKUNGE,SHAPE_Leng,SHAPE_Area,Strat,Strat2,hlnug
93,Polygon,10076,1222707.468,4329.746609,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,6935.755092,3137396.734,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
94,Polygon,10077,679313.1573,3080.461235,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",4935.141328,1743194.569,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
95,Polygon,10083,3452382.577,8949.905361,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,14343.55735,8852832.812,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
96,Polygon,10084,2593691.302,6361.784248,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,10186.99961,6655835.2,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
97,Polygon,10086,16238074.65,31198.88378,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,49972.2858,41617536.77,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
98,Polygon,10094,126427.4759,1476.60934,999, , , , , , , , ,2364.850519,324381.2013,nd,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
99,Polygon,10106,1154017.804,4010.045114,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,6420.768539,2960963.712,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
100,Polygon,10109,618823.8272,3415.845637,608,s,"Trias, Buntsandstein ungegliedert","tr,s", , ,"Sandstein, Schluffstein, Tonstein", , ,5471.344616,1587773.96,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
101,Polygon,10111,2611027.879,7137.273834,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,11435.9377,6695093.718,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
102,Polygon,10114,1432714.32,4579.46076,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",7337.801781,3674563.317,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
103,Polygon,10115,34363985.95,55638.43617,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,89033.67445,88017798.68,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
104,Polygon,10120,931554.7096,4579.432944,657,z,"Perm, Zechstein ungegliedert",z, , ,"Kalk-, Dolomit-, Tonstein", , ,7329.602695,2389354.503,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
105,Polygon,10129,420748.9781,2391.195006,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,3829.906384,1079296.443,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
106,Polygon,10133,997079.7915,3635.743224,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5822.275285,2556884.157,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
107,Polygon,10134,12991592.22,25362.23258,589,tr,Trias ungegliedert,tr, , , , ,Oberostalpin (îrtlich Unterostalpin in den Stubaier Alpen),40570.78765,33292955.77,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
108,Polygon,10138,673107.5856,3652.267913,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,5848.428209,1725938.48,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
109,Polygon,10143,728943.9005,3161.179523,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5060.597261,1869496.509,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
110,Polygon,10149,460608.0543,2910.532914,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,4660.511949,1181051.984,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
111,Polygon,10152,781342.9282,3688.931944,608,s,"Trias, Buntsandstein ungegliedert","tr,s", , ,"Sandstein, Schluffstein, Tonstein", , ,5910.258815,2003433.734,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
112,Polygon,10154,718136.6595,3126.580195,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5008.049692,1841125.829,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
113,Polygon,10155,7311119.276,18403.75466,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,29471.08234,18727222.12,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
114,Polygon,10157,547167.2331,2933.612339,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,4696.514175,1403022.32,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
115,Polygon,10168,1452585.76,4833.853913,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",7741.588386,3723221.244,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
116,Polygon,10173,1427233.962,5323.36823,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,8518.830435,3658377.5,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
117,Polygon,10175,3778595.618,7789.721523,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,12472.97362,9680597.048,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
118,Polygon,10178,1021248.764,3842.586569,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,6153.236921,2617757.668,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
119,Polygon,10181,2005155.377,5867.988405,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,9395.839314,5137404.948,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
120,Polygon,10189,2745870.679,8248.583381,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,13214.08333,7033354.691,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
121,Polygon,10199,17832091.77,34517.00941,657,z,"Perm, Zechstein ungegliedert",z, , ,"Kalk-, Dolomit-, Tonstein", , ,55230.41547,45662499.03,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
122,Polygon,10200,1084824.688,4842.222084,585,ju,"Jura, Unterer Jura (Lias)",ju,marine Ablagerungen,m,"Ton, Tonmergelstein, Kalkstein, Sandstein; ôlschiefer","^t,^mt,^k,^s,^bit", ,7745.804186,2780134.191,"Jurassic, Lower","Jurassic, Lower","Jurassic, Lower"
123,Polygon,10201,24906968.72,44465.21279,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,71134.67519,63749191.62,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
124,Polygon,10207,1360378.652,5745.282551,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,9197.735667,3485435.948,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
125,Polygon,10208,23241820.38,36571.758,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",58512.58224,59491966.9,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
126,Polygon,10225,9537958.643,20447.0611,608,s,"Trias, Buntsandstein ungegliedert","tr,s", , ,"Sandstein, Schluffstein, Tonstein", , ,32728.51327,24418137.11,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
127,Polygon,10226,2508535.022,7914.971693,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,12657.32401,6425126.421,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
128,Polygon,10228,15285766.7,23101.41606,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,36972.27428,39119717.51,Holocene,Holocene,Holocene
129,Polygon,10231,772795.4326,3717.352214,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5947.177316,1979724.059,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
130,Polygon,10235,391133.1906,2375.377609,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,3802.230766,1001998.809,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
131,Polygon,10238,1430331.976,6492.238103,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,10383.73746,3663624.945,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
132,Polygon,10248,60512486.58,77532.25827,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,123946.7255,154547579.5,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
133,Polygon,10253,9059447.057,14400.45457,589,tr,Trias ungegliedert,tr, , , , ,Oberostalpin (îrtlich Unterostalpin in den Stubaier Alpen),23026.44353,23197867.62,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
134,Polygon,10260,798917.3364,3768.642779,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,6030.42785,2046033.898,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
135,Polygon,10262,31829152.93,47433.86944,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,75839.59519,81297682.82,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
136,Polygon,10266,749005.7371,3186.099019,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5097.790976,1917895.761,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
137,Polygon,10278,836507.6622,3864.317072,591,k,"Trias, Keuper",k, , ,"Tonstein, Sandstein, Quarzit, Dolomit","^t,^s,^q,^d", ,6187.771191,2141808.89,"Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)"
138,Polygon,10281,1077129.445,4353.105299,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,6965.320675,2757446.182,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
139,Polygon,10286,12454329.89,29456.77127,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,47112.85445,31847967.89,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
140,Polygon,10289,535215.4572,2876.199841,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,4602.220378,1370112.065,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
141,Polygon,10290,1285313.027,4200.462738,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,6720.783138,3290551.613,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
142,Polygon,10292,5845605.884,12236.44173,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,19585.86074,14951658.41,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
143,Polygon,10294,576826.2113,3103.428122,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,4966.096247,1476510.884,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
144,Polygon,10295,3740849.24,8346.553164,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",13355.08555,9571356.937,Pleistocene,Pleistocene,Pleistocene
145,Polygon,10296,1631641.651,4761.54644,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,7617.125403,4175937.776,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
146,Polygon,10301,3956673.138,8557.418208,94,//Lo,Weichsel-(WÅrm-)Kaltzeit,"qw,qW","Lî· (Ñolisch), Lî·lehm","Lo(a),Lol","Schluff; feinsandig, tonig, z.T. nach unten zunehmend kalkhaltig","U;fS,t,unz(k)","Lî·, Lî·lehm u.a. Lî·derivate, oft Åber Ñlteren Lîssen",13680.62224,10126120.73,Pleistocene,Pleistocene,Pleistocene
147,Polygon,10302,1171904.964,4318.36958,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,6909.245337,2999815.332,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
148,Polygon,10305,11236972.13,25324.40175,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,40481.44231,28747890.12,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
149,Polygon,10308,2411172.017,6911.134537,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",11054.19231,6169432.881,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
150,Polygon,10313,6441918.629,12613.54652,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,20172.78466,16476553.83,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
151,Polygon,10315,20992970.53,25593.32712,526,teo,"TertiÑr, EozÑn",teo,limnisch - fluviatile Ablagerungen,"l,f","Kies, Sand, Ton; braunkohlefÅhrend","G,S,T;^brk", ,40922.71998,53647202.5,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
152,Polygon,10320,25779108.7,49849.2982,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,79645.39643,65843841.9,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
153,Polygon,10321,1355247.945,5403.780215,609,so,"Trias, Oberer Buntsandstein, Roet",so,marine Ablagerungen,m,"roter Tonstein, mergelig, mit Salinarfolge: Steinsalz, Anhydrit; Mergel, Quarzit, Plattensandstein","^t(ro,m),mmSF(^na,^ah),^m,^q,^s(pg)", ,8643.291746,3467587.796,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
154,Polygon,10327,1783819.501,6154.242782,519,tol,"TertiÑr, OligozÑn ungegliedert",tol, , ,"Ton, Schluff, Sand, Kies; Brankohle", , ,9846.476719,4563805.013,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
